ID,Name,Latitude,Longitude,Elevation,City
03TX,M D K Field,29.58160019,-95.30719757,50.0,Pearland
04AL,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,686.0,Anniston
04AR,Saline Memorial Hospital Heliport,34.574319,-92.586047,430.0,Benton
04CT,Shingle Mill Heliport,41.75510025,-73.05239868,880.0,Harwinton
04FD,Tampa General Hospital Brandon Healthplex Heliport,27.929371999999997,-82.33698100000001,37.0,Brandon
04KS,Robinson Industries Heliport,38.97890091,-95.21970367,835.0,Lawrence
04LA,St James Heliport,30.051111,-90.70222199999999,10.0,Lutcher
04LS,La National Guard Heliport,30.44610023,-91.1053009,52.0,Baton Rouge
04MD,Chesapeake City Heliport,39.51810074,-75.8214035,40.0,Chesapeake City
04NC,Western Wake Medical Center Heliport,35.73920059,-78.78220367,445.0,Cary
04OG,Teufel Heliport,45.530833,-123.08555600000001,185.0,Forest Grove
04OK,Stillwater Medical Center Heliport,36.11529922,-97.07949829,984.0,Stillwater
04PA,S & C Distribution Center Heliport,39.87929916,-75.22879791,50.0,Philadelphia
04PN,Strawbridge & Clothier Exton Heliport,40.0306619,-75.63020999999999,320.0,Exton
04SC,Emergency Helipad,34.84059906,-82.60690308,994.0,Easley
04SD,Cheyenne River Health Center Heliport,44.993124,-101.243011,2437.0,Eagle Butte
04TA,Capitol National Bank Building Heliport,30.27104167,-97.74469757,540.0,Austin
04TE,Veterans Affairs Medical Center Heliport,29.70019913,-95.38739777,49.0,Houston
04TS,Hummingbird Heliport,30.55349922,-97.60610199,690.0,Hutto
04VA,Russell County Medical Center Heliport,36.898,-82.07799999999999,2004.0,Lebanon
04WV,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.65361111,-79.95611111,1137.0,Morgantown
04XS,Napiers Heliport,32.58209991,-97.14250183,625.0,Mansfield
05AL,Allen Stagefield Army Heliport,31.23119926,-85.64969635,365.0,Fort Rucker/Wicksburg
05AZ,Yuma Regional Medical Center Heliport,32.68280029,-114.6340027,200.0,Yuma
05CA,Lost Hills Sheriff's Station Heliport,34.13779831,-118.7139969,888.0,Calabasas
05CT,O And G Heliport,41.77370071,-73.11620331,600.0,Torrington
05FD,Aventura Heliport,25.96089935,-80.1391983,6.0,North Miami Beach
05LL,Midwest Heliport,41.74890137,-87.93509674,710.0,Willowbrook
05M,Pauls Valley General Hospital Heliport,34.7197,-97.213996,911.0,Pauls Valley
05MA,Bentley Heliport,42.69120026,-70.91230011,80.0,Ipswich
05MN,Northern Pines Medical Center Heliport,47.5175001,-92.2302778,1446.0,Aurora
05MO,Portageville Community Heliport,36.42979813,-89.68009949,272.0,Portageville
05MS,Va Medical Center Jackson Heliport,32.31890106,-90.16809845,359.0,Jackson
05NH,Stumpfield Heliport,42.923900599999996,-70.95140076,200.0,Kensington
05NJ,Paulus Hook Pier Heliport,40.71400070000001,-74.03150177,7.0,Jersey City
05NY,Oswego County At Pulaski Heliport,43.55199814,-76.09020233,445.0,Pulaski
05PA,Philadelphia Market Street Heliport,39.95479965,-75.17819977,110.0,Philadelphia
05PN,State Police Area Iii Heliport,40.30009842,-76.85800171,485.0,Harrisburg
05VT,Port of Highgate Springs Heliport,45.01330185,-73.08670044,68.0,Highgate Springs
05WA,Sacred Heart Medical Center Helistop,47.64820099,-117.41400149999998,2220.0,Spokane
06AL,Brown Stagefield Army Heliport,31.38839912,-85.97239685,415.0,Fort Rucker/New Brockton
06AZ,Mercy Gilbert Medical Center Heliport,33.28580093,-111.75299840000002,1280.0,Gilbert
06CA,Sce Solar I Heliport,34.87080002,-116.8339996,1942.0,Yermo
06CL,Abc7-Tv Heliport,35.15719986,-118.28900149999998,520.0,Glendale
06FL,Morton Plant Hospital Heliport,27.95339966,-82.80429840000001,3.0,Clearwater
06GA,Smith Heliport,33.7533989,-84.16210175,1065.0,Redan
06KS,Riverside Hospital Airlift Heliport,37.69580078,-97.37249756,1332.0,Wichita
06KY,Falcon Heliport,37.52590179,-83.34519958,751.0,Jackson
06LS,Tembec Heliport,30.70789909,-91.32019806,85.0,St Francisville
06MA,The Barn Heliport,42.69060135,-71.60900116,210.0,Pepperell
06MD,Bayview Heliport,39.29140091,-76.54630279999999,132.0,Baltimore
06ME,Barker Heliport,44.415246999999994,-70.844275,649.0,Bethel
06MI,W A Foote Memorial Hospital Heliport,42.25109863,-84.3914032,978.0,Jackson
06NE,St Marys Hospital Heliport,40.68000031,-95.86170197,1015.0,Nebraska City
06O1,Saint Elizabeth Medical Center Heliport,41.1147995,-80.65699768,1020.0,Youngstown
06OK,Albert Lodge Heliport,36.54169846,-94.83360291,900.0,Grove
06PN,Schiavoni Heliport,40.382733,-76.772533,727.0,Harrisburg
06PS,Cherokee Island Castle Heliport,40.40230179,-79.92130279999999,760.0,West Homestead
06WA,N A Degerstrom Yard Heliport,47.68629837,-117.197998,2013.0,Spokane
07AL,Tac X Stagefield Army Heliport,31.12520027,-85.97910309,132.0,Fort Rucker/Samson
07CA,West Side Hospital Heliport,35.13890076,-119.45099640000001,850.0,Taft
07FL,Southwest Florida Regional Medical Center Heliport,26.60540009,-81.85949707,18.0,Fort Myers
07II,St Vincent Jennings Hospital Heliport,39.01060104,-85.64080048,740.0,North Vernon
07LS,LA State Police Troop F Heliport,32.51810074,-91.98899841,80.0,Monroe
07MA,West Pond Heliport,41.91699982,-70.70950317,149.0,Plymouth
07ME,Westbrook Heliport,43.73830032,-70.33920288,250.0,Westbrook
07NJ,Hackensack UMC Palisades Heliport,40.793665999999995,-73.994863,10.0,North Bergen
07NY,Mmc Heliport,42.66640091,-74.76499939,1320.0,Monticello
07TX,Pecks Heliport,33.18399811,-96.44799805,660.0,Princeton
07WA,Multicare Deaconess Hospital Heliport,47.651637,-117.424477,2110.0,Spokane
07XS,Allen Ponderosa Heliport,32.54219818,-97.39170074,840.0,Crowley
08AR,Crittenden Regional Hospital Heliport,35.141944,-90.19,206.0,West Memphis
08AZ,Mesa Police Heliport,33.41740036,-111.836998,1240.0,Mesa
08CA,Pg & E Co. Placerville Svc Center Heliport,38.69490051,-120.82700349999999,1810.0,Diamond Springs
08CN,Tulare Motor Sports #1 Heliport,36.172031,-119.30618100000001,270.0,Tulare
08G,Salt Fork Lodge Heliport,40.11090088,-81.52619934,960.0,Cambridge
08II,Parkview Lagrange Hospital Heliport,41.645084999999995,-85.426386,943.0,Lagrange
08LA,Air Oil Inc Nr 2 Heliport,29.95299911,-90.18260193,4.0,Harahan
08MD,St Joseph Hospital Heliport,39.38830185,-76.61000061,470.0,Towson
08MI,Sparrow Hospital Heliport,42.73419952,-84.53659821,1019.0,Lansing
08NH,Memorial Hospital Heliport,44.06129837,-71.13580322,574.0,North Conway
08NJ,St Barnabas Medical Center Heliport,40.76259995,-74.30400085,429.0,Livingston
08PA,Pocono Raceway Heliport,41.058399200000004,-75.49960327,1812.0,Pocono Pines
08PN,Thomson Heliport,40.04589844,-76.28079987,310.0,Lancaster
08TA,Rancho Del Lago Heliport,29.95190048,-98.22450256,1208.0,Fischer
09AR,Magnolia Hospital Heliport,33.27320099,-93.23989868,310.0,Magnolia
09CA,Mee Memorial Hospital Heliport,36.20554,-121.132503,320.0,King City
09CN,Tulare Motor Sports #2 Heliport,36.182556,-119.313572,272.0,Tulare
09IS,Swedish American Heliport,42.26499939,-89.07430267,874.0,Rockford
09KY,Baptist Hospital East Heliport,38.23899841,-85.63939667,531.0,Louisville
09LA,Era Helicopters Fourchon Helibase Heliport,29.12330055,-90.2016983,2.0,Grand Isle
09LS,West Feliciana Sheriff's Office Heliport,30.82439995,-91.38459778,181.0,St Francisville
09MI,Michigan National Guard Headquarters Heliport,42.70809937,-84.56079865,842.0,Lansing
09NJ,Stonebridge Farm Helistop,40.65370178,-74.68650055,100.0,Somerville
09NY,Spring Lake Fire Department Heliport,41.92890167,-74.04889679,254.0,Kingston
09OR,Mid-Columbia Medical Center Heliport,45.587235,-121.163827,487.0,The Dalles
09PN,Hundley Residence Heliport,40.56200027,-75.1427002,480.0,Kintersville
09TN,Univ of Tennessee Medical Center Heliport,35.94169998,-83.94400024,924.0,Knoxville
09VG,Augusta Medical Center Heliport,38.09080124,-78.98500061,1390.0,Fishersville
09W,South Capitol Street Heliport,38.86869812,-77.00749969,10.0,Washington
09WA,Holy Family Hospital Heliport,47.71039963,-117.40699769999999,2081.0,Spokane
09XS,Baptist Medical Center Heliport,29.43300056,-98.49220276,710.0,San Antonio
0AA6,Big Salmon Heliport,59.403055,-136.013611,292.0,Haines
0AL0,Huntsville Field,34.68840027,-86.58889771,619.0,Huntsville
0AL2,Clay County Hospital Heliport,33.27500153,-85.83329773,1040.0,Ashland
0AL3,Hospital Pad Heliport,31.43059921,-86.94029999,295.0,Evergreen
0AL4,Dekalb Regional Medical Center Heliport,34.442141,-85.75579300000001,870.0,Fort Payne
0AL6,D.W. Mcmillian Memorial Hospital Heliport,31.12719917,-87.07330322,155.0,Brewton
0AL7,Gadsden Regl Medical Center Heliport,34.00830078,-85.96530151,621.0,Gadsden
0AL8,Brookwood Medical Center Heliport,33.46390152,-86.77310181,763.0,Birmingham
0AR0,Smh Heliport,36.18149948,-94.13710022,1352.0,Springdale
0AR4,Ozarks Community Hospital Heliport,36.409290000000006,-94.46005,1251.0,Gravette
0AR5,Rgnl Medical Center Heliport,35.83620071,-90.70179749,382.0,Jonesboro
0AR6,Ami National Park Medical Center Heliport,34.48149872,-93.03099823,547.0,Hot Springs
0AR8,Howard Memorial Hospital Heliport,33.95009995,-93.85209656,549.0,Nashville
0AR9,Eureka Springs Hospital Heliport,36.40010071,-93.74349976,1540.0,Eureka Springs
0AZ0,Arizona Heart Hospital Heliport,33.48130035,-112.04000090000001,1161.0,Phoenix
0AZ6,St Joseph's Hospital Heliport,33.48170089999999,-112.07700349999999,1213.0,Phoenix
0AZ7,Sunstate Heliport,33.44369888,-111.96299740000002,1180.0,Phoenix
0C9,Coach & Paddock Heliport,40.63819885,-74.97570038,320.0,Clinton
0CA2,Va Greater Los Angeles Health Care Center Heliport,34.04919815,-118.4560013,294.0,West Los Angeles
0CA7,Boeing Seal Beach (Rooftop) Heliport,33.75699997,-118.08799740000002,158.0,Seal Beach
0CD0,Delta County Memorial Hospital Heliport,38.745155,-108.047973,5000.0,Delta
0CD1,Colorado Plains Medical Center Heliport,40.2610917,-103.79633890000001,4356.0,Fort Morgan
0CD3,Branch's Heliport,40.34799957,-104.52799990000001,4635.0,Kersey
0CD4,Kauffman Heliport,40.14630127,-104.887001,5120.0,Denver
0CD6,Exempla Good Samaritan Heliport,39.97169876,-105.08499909999999,5204.0,Lafayette
0CD8,Prowers Medical Center Heliport,38.07109833,-102.6090012,3575.0,Lamar
0CD9,Swedish S.W. Medical Heliport,39.60309982,-105.0910034,5563.0,Littleton
0CL4,Glen Fed Heliport,34.15719986,-118.2549973,770.0,Glendale
0CL5,The Atrium Heliport,33.67060089,-117.8580017,46.0,Irvine
0CL7,Good Samaritan Hospital Heliport,34.054901,-118.264967,473.0,Los Angeles
0CL9,Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.15100100000001,1482.0,Romoland
0CO0,Longmont United Hospital Heliport,40.17890167,-105.1259995,5047.0,Longmont
0CO4,Geo-Seis Helicopters Heliport,40.58990097,-105.0459976,4935.0,Fort Collins
0CO7,Century Helicopters Heliport,40.58549881,-105.04000090000001,4935.0,Fort Collins
0CT0,Sharon Hospital Heliport,41.88119888,-73.48100281,640.0,Sharon
0CT1,Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027,350.0,Wallingford
0CT2,Windham Hospital Heliport,41.71699905,-72.22589874,330.0,Willimantic
0CT3,N B G H Heliport,41.66159821,-72.78790283,431.0,New Britain
0CT4,Burke Heliport,41.50619888,-72.93979645,400.0,Prospect
0CT5,St Francis Hospital Heliport,41.774501799999996,-72.6989975,184.0,Hartford
0CT6,Middletown Heliport,41.59680176,-72.70449829,113.0,Middletown
0CT7,Bridgeport Hospital Heliport,41.18840027,-73.16619873,80.0,Bridgeport
0CT8,Danbury Hospital Heliport,41.4056015,-73.44470215,510.0,Danbury
0CT9,Hartford Hospital Heliport,41.75450134,-72.67870331,211.0,Hartford
0FA0,Doral Resort & Country Club Heliport,25.81290054,-80.33889771,6.0,Miami
0FA2,Doctors Memorial Hospital #2 Heliport,30.119753000000003,-83.592732,57.0,Perry
0FD1,Panhandle Helicopter Llc Heliport,30.21409988,-85.87220001,20.0,Panama City Beach
0FD2,Dolphin Stadium Heliport,25.95999264,-80.2370026,8.0,Miami
0FD4,Cloverleaf Farms Ii Inc. Heliport,29.3614006,-82.20819855,100.0,Reddick
0FL3,Old Town Ems Heliport,29.60280037,-82.98169708,25.0,Old Town
0FL4,Jackson Heliport,30.70499992,-85.37830353,110.0,Alford
0FL7,Wcpx Tv-6 Heliport,28.61030006,-81.41940308,114.0,Orlando
0GA5,Big Canoe Heliport,34.45479965,-84.28910065,1475.0,Jasper
0IA0,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067,927.0,Knoxville
0IA1,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139,1300.0,Carroll
0IA2,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863,1320.0,Audubon
0IA7,Cromwell Heliport,41.03889847,-94.46690369,1300.0,Cromwell
0IA9,Army Reserve Heliport,40.83340073,-91.30010223,725.0,Middleton
0ID6,Steele Memorial Heliport,45.173790999999994,-113.891423,4004.0,Salmon
0IL0,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228,440.0,Mc Leansboro
0IL1,Loyola University Medical Center Heliport,41.86090088,-87.83640289,623.0,Broadview
0IL4,Good Samaritan Hospital Heliport,41.81890106,-88.00779724,772.0,Downers Grove
0IL5,OSF St Luke Medical Center Heliport,41.221865,-89.947788,849.0,Kewanee
0IL6,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,852.0,De Kalb
0IN7,Roto-Whirl/Holiday Heliport,39.92250061,-86.22609711,875.0,Indianapolis
0IN8,Roto-Whirl/Vantage Heliport,39.83729935,-86.11859894,726.0,Indianapolis
0IS0,Trinity Medical Center West Heliport,41.48109818,-90.5714035,664.0,Rock Island
0IS2,Evanston/Glenbrook Heliport,42.0931015,-87.85260009999999,678.0,Glenview
0IS6,Dongola Heliport,37.36560059,-89.16359711,383.0,Dongola
0IS8,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650.0,Quincy
0IS9,Bernardin Heliport,41.70840073,-89.20290375,830.0,West Brooklyn
0KY2,Mgt Station 2105 Heliport,37.50559998,-86.83750153,540.0,Hartford
0KY6,Tennessee Gas Heliport,38.26829910000001,-82.57749939,560.0,Burnaugh
0KY9,Pine Mountain Aero Heliport,37.11360168,-82.8035965,1300.0,Whitesburg
0L6,Winn Parish Medical Center Heliport,31.92320061,-92.64569855,140.0,Winnfield
0LA0,West Hackberry Heliport,30.00849915,-93.40019989,10.0,Hackberry
0LA4,North Caddo Medical Center Heliport,32.86410141,-93.98899841,200.0,Vivian
0LA5,Conoco Inc Heliport,29.25799942,-89.96369934,3.0,Grand Isle
0LA7,Exxon Heliport,29.25580025,-89.96759796,6.0,Grand Isle
0LA8,Jackson Parish Hospital Heliport,32.25170135,-92.71279907,183.0,Jonesboro
0LL7,Valley West Hospital Heliport,41.657994,-88.621297,670.0,Sandwich
0LS2,Evergreen Fourchon Heliport,29.11639977,-90.20220184,6.0,Golden Meadow
0MA1,Massachusetts General Hospital Heliport,42.36370087,-71.06890106,214.0,Boston
0MA2,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,450.0,Leominster
0MA3,Reh Heliport,41.78739929,-71.23179626,100.0,Rehoboth
0MA4,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105,19.0,Boston
0MA5,Brockton Usar Center Heliport,42.05590057,-71.05590057,85.0,Brockton
0MA6,Wbz Heliport,42.36510086,-71.13259888,9.0,Boston
0MA8,Textron/Everett Heliport,42.40449905,-71.07060242,40.0,Everett
0MA9,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,1230.0,Westminster
0MD0,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77.0,Glen Burnie
0MD3,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,260.0,Baltimore
0MD5,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,285.0,Laurel
0MD7,The Aspen Institute Heliport,38.90930176,-76.11969757,20.0,Queenstown
0MD8,Security Ford Heliport,39.245899200000004,-76.67610168,30.0,Arbutus
0MD9,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339,143.0,Prince Frederick
0MI7,Four Star Heliport,42.04309845,-83.35939789,603.0,Carleton
0MI9,Henry Ford Hospital Heliport,42.36750031,-83.08439636,633.0,Detroit
0MN7,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,1450.0,Ely
0MN9,Triple H Heliport,45.31330109,-93.71759796,980.0,Big Lake
0MO4,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,890.0,Kansas City
0MO7,St Joseph Hospital West Heliport,38.80329895,-90.77629852,531.0,Lake Saint Louis
0MO9,Emerson Heliport,38.72949982,-90.27839661,575.0,Ferguson
0MS3,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,430.0,Oxford
0MS4,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,50.0,Gulfport
0MS6,Levert Heliport,30.30130005,-89.23449707,25.0,Pass Christian
0MT2,Big Sandy Medical Center Heliport,48.17969894,-110.10900120000001,2750.0,Big Sandy
0MT3,Stock Farm Heliport,46.25080109,-114.0670013,3920.0,Hamilton
0MT8,Glacier Heli Tours Heliport,48.48669815,-113.9980011,3300.0,West Glacier
0MU2,Christian Hospital Northeast Heliport,38.774501799999996,-90.23899841,520.0,Florissant
0MU3,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744.0,Hannibal
0MU5,Holden Heliport,38.71969986,-93.99440002,865.0,Holden
0MU6,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,815.0,Higginsville
0MY0,Kenyon Heliport,44.33390045,-92.94329834,1500.0,Kenyon
0MY1,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,4925.0,Bozeman
0N5,Deldot Helistop,39.14960098,-75.50489807,30.0,Dover
0NC0,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,106.0,Goldsboro
0NC2,Moore Regional Hospital Heliport,35.20489883,-79.45670319,460.0,Pinehurst
0NC3,Washington County Hospital Heliport,35.87519836,-76.6996994,19.0,Plymouth
0NC4,Wake Medical Center Heliport,35.78680038,-78.58580017,245.0,Raleigh
0NC5,Nash General Hospital Heliport,35.91889954,-77.78919983,156.0,Rocky Mount
0NC6,Our Community Hospital Heliport,36.13130188,-77.41889954,113.0,Scotland Neck
0NC9,Maria Parham Health DLP Affiliate Heliport,36.3307,-78.449699,465.0,Henderson
0NE3,Syracuse Hospital Heliport,40.66719818,-96.18640137,1120.0,Syracuse
0NE4,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,1950.0,Franklin
0NH7,Leinsing Heliport,43.151831,-70.846902,10.0,Dover
0NJ0,Atlantic City Medical Center Heliport,39.35897025,-74.43467170000001,82.0,Atlantic City
0NJ1,Berkeley Township Police Heliport,39.90729904,-74.23490143,54.0,Bayville
0NJ2,Ballymere Heliport,40.75289917,-74.43990326,280.0,Morristown
0NJ3,Mount Holly Heliport,39.96680069,-74.79959869,45.0,Mount Holly
0NJ4,Weichert Headquarters Heliport,40.94070053,-74.46150208,103.0,Morris Plains
0NJ7,Essex Generating Station Heliport,40.7378006,-74.11889648,8.0,Newark
0NJ8,Port Newark Helistop,40.70230103,-74.15070343,10.0,Newark
0NJ9,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,70.0,New Brunswick
0NK4,Medical Center Heliport,40.72589874,-73.55370331,80.0,Hempstead
0NK5,Mid-Hudson Helicopter Service Heliport,41.60620117,-73.82759857,270.0,Hopewell Junction
0NK7,Ibm King St Heliport,41.10250092,-73.72609711,470.0,Armonk
0NV1,Summerlin Medical Center Heliport,36.1935997,-115.3010025,2745.0,Las Vegas
0NY5,State Police Troop D Heliport,43.09420013,-75.64959717,507.0,Oneida
0NY6,New York State Police Heliport,42.92839813,-76.61550140000001,600.0,Auburn
0OH1,Cirino Heliport,41.44390106,-81.32759857,1250.0,Chagrin Falls
0OH3,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,865.0,Forest Park
0OH4,Upper Valley Medical Center Heliport,40.085621,-84.228562,867.0,Troy
0OI0,Foltz Heliport,40.73590088,-81.24680328,1012.0,East Canton
0OI1,Autolite Heliport,41.17919922,-83.41519928,759.0,Fostoria
0OK2,Parkview Hospital Heliport,35.52980042,-97.98390198,1349.0,El Reno
0OK7,Shattuck Hospital Heliport,36.25,-99.87539673,2200.0,Shattuck
0OR0,Providence Hospital Heliport,42.33869934,-122.86199950000001,1350.0,Medford
0OR2,Hendershots Heliport,42.1332016,-123.45099640000001,1200.0,Merlin
0OR4,Round Butte Heliport,44.61650085,-121.2679977,2125.0,Metolius
