ID,Name,Latitude,Longitude,Elevation,City
00WA,Howell Airport,47.17839813,-122.77200320000001,150.0,Longbranch
00WI,Northern Lite Airport,44.3042984,-89.05010223,860.0,Waupaca
00WN,Hawks Run Airport,46.25,-117.2490005,2900.0,Asotin
00WV,Lazy J. Aerodrome,38.82889938,-79.8660965,2060.0,Beverly
00XS,L P Askew Farms Airport,33.03340149,-101.9339981,3110.0,O'Donnell
01A,Purkeypile Airport,62.9435997,-152.2700043,1950.0,Purkeypile
01AL,Ware Island Airport,32.94599915,-86.51390076,344.0,Clanton
01CL,Swansboro Country Airport,38.79990005,-120.73400120000001,2594.0,Placerville
01FA,Rybolt Ranch Airport,28.58939934,-81.14420319,55.0,Orlando
01FL,Cedar Knoll Flying Ranch Airport,28.78190041,-81.15920258,19.0,Geneva
01GE,The Farm Airport,32.67440033,-82.77110291,375.0,Wrightsville
01IA,Stender Airport,41.66109848,-90.74130249,725.0,Maysville
01ID,Lava Hot Springs Airport,42.60820007,-112.03199769999999,5268.0,Lava Hot Springs
01II,Myers Field,39.88499832,-86.50669861,950.0,Lizton
01IS,William E. Koenig Airport,39.01620102,-90.31819916,670.0,Dow
01J,Hilliard Airpark,30.68630028,-81.90570068,59.0,Hilliard
01K,Caldwell Municipal Airport,37.03609848,-97.58640289,1157.0,Caldwell
01KS,Flying N Ranch Airport,38.54059982,-97.00330353,1485.0,Lost Springs
01LA,Barham Airport,32.63899994,-91.7736969,90.0,Oak Ridge
01LL,Schumaier Restricted Landing Area,38.12580109,-89.46389771,555.0,Pinckneyville
01LS,Country Breeze Airport,30.70599937,-91.07740021,125.0,Slaughter
01MT,Crystal Lakes Resort Airport,48.78910065,-114.8799973,3141.0,Fortine
01NC,Topsail Airpark,34.47529984,-77.58139801,65.0,Holly Ridge
01NE,Detour Airport,40.84360123,-100.65299990000001,3000.0,Wellfleet
01NH,Moore Airfield,43.6445,-72.086998,835.0,Canaan
01NM,Champion Ranch Airport,33.008611,-104.540278,3630.0,Artesia
01NV,Lantana Ranch Airport,38.76390076,-119.02700039999999,4600.0,Yerington
01OK,Lawrence Airport,35.29449844,-98.6364975,1525.0,Eakly
01PN,Bierly(Personal Use) Airport,40.93059921,-77.73889923,960.0,Bellefonte
01PS,Nort's Resort Airport,41.59590149,-76.02960205,1040.0,Meshoppen
01SC,York Airport,35.03210068,-81.25279999,779.0,York
01TE,Smith Field,32.73759842,-96.42800140000001,505.0,Forney
01TN,Colonial Air Park,34.995899200000004,-89.73059845,370.0,Collierville
01TX,Mims Farm Ultralightport,32.38759995,-96.87750244,610.0,Waxahachie
01U,Duckwater Airport,38.85160065,-115.6340027,5124.0,Duckwater
01UT,La Sal Junction Airport,38.30830002,-109.3960037,6000.0,La Sal
01VA,Pickles Airport,39.125,-77.92500305,500.0,Berryville
01WI,Prehn Cranberry Company Airport,44.00999832,-90.3891983,930.0,Tomah
01WY,Keyhole Airport,44.34719849,-104.810997,4250.0,Moorcroft
02AK,Rustic Wilderness Airport,61.87689972,-150.09800719999998,190.0,Willow
02AL,Bass Field,30.37150002,-87.76439667,61.0,Foley
02AR,Three Rivers Airport,34.82244492,-92.44441986,264.0,Little Rock
02CD,Shannon Field,34.12960052,-90.52400208,165.0,Clarksdale
02CL,Conover Air Lodge Airport,34.76110077,-119.0589981,5160.0,Frazier Park
02CO,Mc Cullough Airport,37.64329910000001,-106.04699709999998,7615.0,Monte Vista
02FA,Osborn Airfield,28.52669907,-81.87480164,121.0,Groveland
02FL,Cuchens Airport,30.642778000000003,-86.123889,215.0,Defuniak Springs
02GA,Doug Bolton Field,34.20259857,-83.42900085,884.0,Commerce
02GE,Etowah Fields Airport,34.1753006,-84.92440033,710.0,Euharlee
02ID,Morgan Ranch Airport,44.55550003,-115.3050003,5634.0,Cascade
02II,King Ultralightport,40.06230164,-86.21050262,925.0,Westfield
02IN,Diamond P. Field,40.20890045,-85.540802,904.0,Muncie
02KS,Jmj Landing Airport,39.22219849,-96.05529785,1170.0,St Marys
02MD,Garner Field,38.672544,-76.709739,141.0,Brandywine
02ME,Nadeau's Airport,43.5373,-70.929397,700.0,Acton
02MI,Fairplains Airpark,43.15710068,-85.14849854,850.0,Greenville
02MN,Greenbush Municipal Airport,48.68330002,-96.19200134,1070.0,Greenbush
02MO,Troy Airpark,39.04999924,-91.03350067,650.0,Troy
02MS,Watts Field,34.10010147,-90.84680176,153.0,Rochdale
02MT,Barrett Field,47.23740005,-111.74199679999998,3350.0,Cascade
02MU,Timber Line Airpark,36.65420151,-93.79740143,1550.0,Cassville
02NE,Benes Service Airport,41.07450104,-96.90450287,1550.0,Valparaiso
02NV,Paiute Meadows Airport,41.30329895,-118.59799960000001,4443.0,Winnemucca
02OH,Zimmerman Airport,41.37639999,-83.08329773,614.0,Fremont
02OI,Murtha Airport,41.80199814,-80.56539917,950.0,Conneaut
02OR,Rowena Dell Airport,45.68149948,-121.3160019,705.0,The Dalles
02PS,Hughes Ultralightport,41.90060043,-77.2303009,1700.0,Tioga
02SC,Harpers Airport,32.75849915,-81.22480011,111.0,Estill
02T,Wise River Airport,45.76910019,-112.9820023,5830.0,Wise River
02TN,Ellis Field,35.7806015,-86.584198,840.0,Murfreesboro
02TX,The Palms At Kitty Hawk Airport,33.37040329,-101.9228821,3235.0,New Home
02UT,Lucin Airport,41.36629868,-113.84300230000001,4412.0,Lucin
02VA,The Greenhouse Airport,38.43569946,-77.85720062,320.0,Culpeper
02WA,Cawleys South Prairie Airport,47.15230179,-122.09400179999999,690.0,South Prairie
02WI,Beer Airport,45.0318985,-92.65579987,920.0,Hudson
02WN,Fowler Field,48.74580002,-119.3190002,2150.0,Tonasket
02XS,Seidel Ranch Airport,30.14769936,-97.66280365,510.0,Elroy
03AZ,Thompson International Aviation Airport,31.433399199999997,-110.0839996,4275.0,Hereford
03CO,Kugel-Strong Airport,40.21250153,-104.74400329999999,4950.0,Platteville
03FA,Lake Persimmon Airstrip,27.35309982,-81.40809631,70.0,Lake Placid
03GA,HIA Airport,32.5623056,-81.8576944,238.0,Statesboro
03IA,East Field,41.58190155,-92.46130371,954.0,Montezuma
03ID,Flying Y Ranch Airport,44.79430008,-116.53299709999999,3180.0,Council
03II,Davis Field Ultralightport,37.962001799999996,-87.77890015,465.0,Mount Vernon
03IL,Wix Airport,41.40230179,-87.8167038,750.0,Monee
03IN,Heinzman Airport,40.18000031,-86.01249695,850.0,Arcadia
03KY,Flying H Farms Airport,37.79169846,-87.54139709,385.0,Henderson
03MA,Hadley Airport,42.39310074,-72.55200195,150.0,Hadley
03ME,Maple Ridge Airport,44.08420181,-70.62729645,556.0,Harrison
03MN,Nauerth Land Ranch Airport,43.62519836,-95.22470093,1435.0,Lakefield
03MT,Cascade Airport,47.27080154,-111.72200009999999,3580.0,Cascade
03MU,Mc Donnell Airport,38.49250031,-94.41249847,874.0,Archie
03NC,Pilots Ridge Airport,34.10430145,-77.90419769,35.0,Carolina Beach
03ND,Olafson Brothers Airport,48.62639999,-97.82900238,1045.0,Edinburg
03NE,Hyde Ranch Airport,41.54639816,-99.33119965,2430.0,Comstock
03NV,Llama Ranch Airport,40.58440018,-115.29799650000001,6120.0,Ruby Valley
03NY,Talmage Field,40.95840073,-72.71679688,95.0,Riverhead
03OH,Gibbs Field,41.41839981,-83.01740265,580.0,Fremont
03OK,Sahoma Lake Airport,36.04119873,-96.16139984,890.0,Sapulpa
03OR,Powwatka Ridge Airport,45.85540009,-117.48400120000001,3340.0,Troy
03PR,Sun View Field Airport,39.065946999999994,-94.92170300000001,980.0,Bonner Springs
03PS,Ziggy's Field,40.84999847,-77.9056015,1050.0,Bellefonte
03S,Sandy River Airport,45.40179825,-122.2289963,704.0,Sandy
03TE,Barronena Ranch Airport,27.49110031,-98.66950226,600.0,Hebbronville
03UT,A Z Minerals Corporation Airport,37.12080002,-109.9860001,5315.0,Mexican Hat
03WA,Spangle Field,47.40819931,-117.37200159999998,2440.0,Spangle
03WI,Zink Airport,44.028873,-88.883945,880.0,Berlin
03WN,Aerostone Ranch Airport,45.875,-120.66999820000001,2320.0,Goldendale
03XS,Creekside Airport,31.31809998,-100.7539978,2100.0,Mertzon
04AA,Phil's Airport,60.535833,-150.81138700000002,250.0,Soldotna
04AZ,Chinle Airport,36.15420151,-109.5510025,5515.0,Chinle
04CA,Gray Butte Field,34.5639,-117.675003,3020.0,Palmdale
04CL,Hunt's Sky Ranch Airport,33.08169937,-116.4410019,2310.0,Julian
04F,De Leon Municipal Airport,32.09880066,-98.52529907,1293.0,De Leon
04FA,Richards Field,25.55870056,-80.51509857,9.0,Homestead
04FL,Cross Creek Farms Airport,29.23940086,-81.22200012,30.0,Ormond
04I,Columbus Southwest Airport,39.91120148,-83.188797,920.0,Columbus
04IA,Middlekoop Airport,41.0882988,-92.05460358,801.0,Packwood
04ID,Lanham Field,43.87770081,-116.53700259999998,2343.0,Emmett
04II,Turkey Run Airport,41.13059998,-84.99410248,765.0,New Haven
04IL,Schertz Aerial Service - Hudson Airport,40.63750076,-89.00700378,755.0,Hudson
04IS,Van Gorder Airport,40.17860031,-88.56900024,728.0,Mansfield
04KY,Natchez Trace Farm Airport,37.13510132,-85.78939819,710.0,Hiseville
04LL,Brunner Airport,42.13610077,-88.28759766,750.0,West Dundee
04ME,Beech Hill Airport,44.66669846,-69.89389801,625.0,Mercer
04MI,Rapids Airway Airport,42.53450012,-84.62830353,880.0,Eaton Rapids
04MN,Helblad Airport,47.9858017,-94.68689728,1195.0,Kelliher
04MO,Airpark Private Airport,39.30120087,-91.45149994,767.0,Vandalia
04MS,Nick's Flying Service Inc Airport,32.9396019,-90.83730316,100.0,Rolling Fork
04MT,Pluhar Airport,47.13749778,-106.488095,2715.0,Cohagen
04NE,Mc Connell Field Airport,41.15999985,-101.29900359999999,3035.0,Sarben
04NJ,Emmanuel Airport,39.59680176,-75.23349762,155.0,Elmer
04NV,Kingston Ranch Airport,35.75550079,-115.66500090000001,2620.0,Sandy Valley
04NY,Klaverack Airport,42.26229858,-73.69619751,250.0,Hudson
04OR,Collins Landing Strip,44.74990082,-120.20099640000001,1500.0,Mitchell
04TN,Hensley Airpark,36.18330002,-82.67890167,1430.0,Chuckey
04TX,Pocock Airport,31.73220062,-97.36889648,565.0,China Spring
04UT,Navajo Mountain Airport,37.00830078,-110.79499820000001,6160.0,Navajo Mountain Trdng Post
04V,Saguache Municipal Airport,38.0990833,-106.1743889,7826.0,Saguache
04VG,Manquin Flight Park Ultralightport,37.71440125,-77.21179962,50.0,Manquin
04VT,Lightning Bolt Field Airport,44.40110016,-72.26360321,2156.0,Cabot
04W,Field of Dreams Airport,46.02280045,-92.895401,1021.0,Hinckley
04WA,Ox Meadows Airport,47.58179855,-117.4369965,2345.0,Spokane
04WI,Dutch Gap Airstrip,42.52339935,-88.01670074,760.0,Bristol
04WN,Stillwater Creek Airport,46.963889,-119.641667,1510.0,Royal City
05AK,Wasilla Creek Airpark,61.66830063,-149.18800349999998,620.0,Palmer
05AR,Ozark Skies Airpark,36.000633,-93.57025,1900.0,Kingston
05CL,Pope Valley Airport,38.6106987,-122.39099879999999,618.0,Pope Valley
05CO,Rancho De Aereo Airport,40.2149839,-104.98442279999999,4978.0,Mead
05FA,Melanie's Airport,30.91889954,-86.21829987,295.0,Florala
05FL,Charlton Strip,26.523099900000002,-81.40830231,36.0,La Belle
05GA,Raju Airport,32.07139969,-84.71440125,625.0,Richland
05IA,Spotts Field,43.13750076,-93.06829834,1155.0,Nora Springs
05ID,Running Creek Ranch Airport,45.914101,-114.835999,2969.0,Grangeville
05II,Reichhart Airport,41.02870178,-84.99720001,795.0,New Haven
05IL,Classic Landings Airport,41.15670013,-88.01670074,635.0,Bonfield
05IN,Cooper Airport,39.64199829,-86.5042038,860.0,Belleville
05IS,Hardy Airport,39.72589874,-89.26399994,605.0,Mount Auburn
05KS,Darbro Field,37.26620102,-95.959198,945.0,Elk City
05KY,Cartersville Airport,37.53689957,-84.40720367,1070.0,Berea
05LA,Greg's Flying Service Airport,32.26530075,-91.69779968,76.0,Baskin
05LS,Grass Roots Airport,31.25219917,-92.47579956,83.0,Alexandria
05MD,Breezecroft Airport,39.25009918,-76.2052002,20.0,Chestertown
05ME,Drisko Airport,44.6570015,-67.55919647,70.0,Jonesboro
05NE,Mc Kay Airport,41.72219849,-98.30899811,2010.0,Spalding
05NV,Baker Ranches Airport,39.0311,-114.088219,5180.0,Baker
05OI,Dorlon Airpark,41.28839874,-81.96260071,830.0,Columbia Station
05OR,Peacock Ranch Airport,45.44150162,-117.35099790000001,3500.0,Enterprise
05PS,Mills Brothers Airport,40.14279938,-77.86190033,1210.0,Burnt Cabins
05S,Vernonia Airfield,45.85150146,-123.24199679999998,647.0,Vernonia
05TA,Brandes Air Field,29.8090992,-96.26509857,276.0,Sealy
05TE,Hilde-Griff Field,30.7220993,-97.79139709,950.0,Georgetown
05TS,Dew Drop Airport,33.12929916,-97.3585968,750.0,Justin
05TX,Circle 'A' Ranch Airport,32.12919998,-97.40419769,608.0,Blum
05UT,Oljato Airport,37.03329849,-110.3170013,4838.0,Oljato
05V,Blanca Airport,37.41109848,-105.552002,7720.0,Blanca
05VA,Providence Airport,37.2242012,-78.41860199,445.0,Farmville
05WI,Ames Private Airport,42.65110016,-88.74590302,958.0,Darien
05WN,Flat Creek Field,48.702222,-118.0475,1570.0,Kettle Falls
05XS,Johnson Memorial Airport,33.07929993,-91.54319763,105.0,Wilmot
05Y,Henning Municipal Airport,46.30379868,-95.4394989,1455.0,Henning
06AK,June Lake Airpark,61.627618999999996,-149.575331,425.0,Wasilla
06AR,Bondair Airport,35.54449844,-92.18489838,499.0,Higden
06CO,Jecan Airport,37.38750076,-103.6910019,5100.0,Branson
06FA,William P Gwinn Airport,26.90839958,-80.3289032,28.0,Jupiter
06FD,Grass Roots Airpark,28.64170074,-81.88500214,105.0,Mascotte
06IA,Rich Field,41.84140015,-91.83429718,880.0,Walford
06ID,Larkin Airport,43.46269989,-116.35900120000001,2750.0,Kuna
06IL,Humm Airport,41.59949875,-88.86990356,708.0,Earlville
06IS,Sinele Strip,40.54639816,-91.27429962,695.0,Nauvoo
06MN,Pike Field Airport,47.65190125,-92.41670227,1463.0,Virginia
06MO,Noahs Ark Airport,39.23059845,-94.80439758,755.0,Waldron
06MT,Torgerson Airport,48.55830002,-112.10900120000001,3541.0,Ethridge
06N,Randall Airport,41.43199921,-74.39160156,523.0,Middletown
06NC,Tailwinds Airport,34.82749939,-78.93029785,163.0,St. Pauls
06ND,Fitterer's Strip,46.74890137,-101.6689987,2180.0,Glen Ullin
06NH,Cole Farm Airport,42.92839813,-70.97309875,160.0,Kensington
06NV,Silver Creek Airport,39.098333000000004,-114.150277,5556.0,Baker
06NY,Murphy Field,42.84280014,-76.44529724,1100.0,Auburn
06OH,Hal Joy Airfield,41.50979996,-80.59120178,1160.0,Williamsfield
06OI,Green Acres Airport,39.73479843,-84.38220215,915.0,New Lebanon
06OR,Hayden Mountain Airport,45.46509933,-123.08000179999999,850.0,Forest Grove
06PA,Freefall Oz Airport,42.00839996,-78.25810242,1440.0,Ceres
06R,Grawunder Field,29.94190025,-96.24610138,289.0,Bellville
06SN,Beyer Farm Airport,37.58390045,-97.25309753,1340.0,Derby
06TA,Glaser Field,30.90850067,-97.11689758,480.0,Buckholts
06TE,Ainsworth Airport,30.31270027,-95.02690125,129.0,Cleveland
06TN,Hunter STOLport,35.69729996,-86.95690155,640.0,Columbia
06TX,Diamond N Ranch Airport,30.05760002,-95.81289673,215.0,Hockley
06VA,Mount Horeb Field,38.24900055,-78.8553009,1160.0,Grottoes
06WI,Young Private Airport,45.66270065,-92.45020294,1075.0,Frederic
06WN,Western Airpark,46.92499924,-122.5530014,394.0,Yelm
06XS,Campbell Field,33.3246994,-97.04419708,546.0,Aubrey
06Y,Herman Municipal Airport,45.83000183,-96.16059875,1068.0,Herman
07AA,Pan Lake Strip Airport,61.695963899999995,-149.9549028,357.0,Willow
07AR,Morrilton Airport,35.19449997,-92.80020142,300.0,Morrilton
07B,Blue Hill Airport,44.44800186,-68.56970215,360.0,Blue Hill
07CL,Richvale Airport,39.49769974,-121.7710037,100.0,Richvale
07CO,Comanche Creek Airport,39.263599400000004,-104.427002,6620.0,Kiowa
07D,Tackaberry Airport,43.0644989,-82.72380066,764.0,Avoca
07FA,Ocean Reef Club Airport,25.3253994,-80.27480316,8.0,Key Largo
07GA,Alcovy Airport,33.67499924,-83.76309967,750.0,Covington
07ID,Interstate Airport,42.27819824,-113.3050003,4580.0,Malta
07IN,Gray Airport,39.57369995,-85.91390228,750.0,Boggstown
07K,Central City Municipal - Larry Reineke Field,41.11259842,-98.05169678,1717.0,Central City
07KS,Heape Field,37.73419952,-96.93669891,1321.0,Augusta
07KY,Blue Lick Airport,38.08060074,-85.69329834,532.0,Louisville
07MD,Baugher's Orchard Airport,39.60829926,-77.05190277,700.0,Westminster
07MI,Scott Airstrip,43.86420059,-85.02390289,1065.0,Lake
07MN,Dairyview Airport,44.05500031,-95.90950012,1680.0,Hadley
07MO,Lake Sexton Airport,38.65000153,-93.61689758,880.0,Warrensburg
07MT,Glasgow Industrial Airport,48.42110062,-106.52799990000001,2762.0,Glasgow
07N,Bermudian Valley Airpark,40.01679993,-77.00389862,470.0,Kralltown
07NC,Hawks Meadow Airport,34.83319855,-80.75119781,625.0,Waxhaw
07NV,Border Line Farm Airport,39.102239000000004,-114.053472,5120.0,Baker
07OK,Pleasant Valley Airport,34.63339996,-99.03369904,1322.0,Snyder
07OR,Bruce's Airport,45.42179871,-122.6200027,250.0,Milwaukie
07PN,Folmar Airport,40.998889,-78.12527800000001,1690.0,Grassflat
07SN,Churchill Airport,39.77280045,-99.36009979,1965.0,Phillipsburg
07TA,Salaika Aviation Airport,29.2404995,-95.34470367,30.0,Danbury
07TE,Cuddihy Field,27.72109985,-97.51280212,39.0,Corpus Christi
07TN,Corntassel Airport,35.5685997,-84.2410965,970.0,Vonore
07TS,Cross-Country Estates Airport,30.625,-97.57279968,690.0,Georgetown
07UT,ATK/Thiokol Airport,41.716666700000005,-112.44722220000001,4480.0,Howell
07VA,Alpha Hotel Airport,36.81959915,-78.78309631,350.0,Clover
07VT,Meadow STOLport,44.44720078,-72.91470337,801.0,Jericho
07Y,Hill City-Quadna Mountain Airport,46.95550156,-93.59690094,1289.0,Hill City
08AK,Fisher Airport,61.569639,-149.724439,200.0,Big Lake
08B,Merrymeeting Field,44.0,-69.88710022,65.0,Bowdoinham
08CL,Kistler Ranch Airport,37.85960007,-120.5540009,1025.0,Jamestown
08CO,Terra Firma Airport,38.73249817,-104.0410004,5600.0,Rush
08F,City of Coalgate Airport,34.53179932,-96.23310089,615.0,Coalgate
08FA,Duda Airstrip,26.57979965,-81.48370361,35.0,La Belle
08FD,Sunniland Ranch Airport,27.36310005,-80.77279663,65.0,Okeechobee
08FL,J. H. Hendrie Farms Airport,27.08449936,-81.32869720000001,103.0,Lake Placid
08GA,Sapelo Island Airport,31.42580032,-81.2858963,12.0,Darien
08ID,Symms Airport,43.56930161,-116.77700039999999,2680.0,Marsing
08IL,Harms Airstrip,41.57699966,-89.79399872,643.0,Tampico
08IS,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,400.0,Du Quoin
08KS,Alderson Airport,39.03469849,-97.58000183,1250.0,Bennington
08KY,Boss Airport,36.97259903,-84.62609863,820.0,Burnside
08LL,Sauer Airport,41.07529831,-88.48919678,665.0,Dwight
08LS,Aeleron Airport,30.40360069,-92.02359772,51.0,Grand Coteau
08MA,Wormid Airport,42.29399872,-71.49620056,360.0,Southborough
08ME,Lindbergh Airport,44.81420135,-70.34529877,554.0,Avon
08MO,Twin Oaks Airport,37.39559937,-94.28379822,955.0,Jasper
08MS,Williams Field,34.66220093,-89.86830139,345.0,Coldwater
08MT,Clark Airport,47.06389999,-108.8170013,3450.0,Grassrange
08N,Keller Brothers Airport,40.29180145,-76.32879639,550.0,Lebanon
08NC,Whiteheart Farm Airport,36.06760025,-80.46559906,750.0,Lewisville
08ND,Brecht Strip,47.32310104,-102.0979996,1990.0,Golden Valley
08NE,Laurel Municipal Airport,42.43170166,-97.07949829,1467.0,Laurel
08NY,Md1 Airport,41.36809921,-74.50559998,650.0,Middletown
08OH,Kenley Airport,41.29169846,-80.56369781,1230.0,Hartford
08OK,Parks Airport,34.93149948,-95.25830078,635.0,Wilburton
08OL,Broken B Airport,35.408087,-98.60547700000001,1518.0,Hydro
08OR,Saxon Sycan Airport,42.83929825,-121.11699679999998,4990.0,Silver Lake
08R,Richmond Airport,41.48949814,-71.62059784,130.0,West Kingston
08TE,B. J. Mc Combs Sisterdale Airport,29.97599983,-98.74359894,1447.0,Comfort
08TX,Cross Wind Airport,32.85820007,-97.74749756,1040.0,Weatherford
08U,Stevens-Crosby Airport,41.51570129,-115.8600006,6397.0,North Fork
08VA,Springwood Airstrip,37.55400085,-79.74980164,1000.0,Buchanan
08XA,Knolle Ranch Airport,30.479253000000003,-96.50403100000001,280.0,Snook
08XS,Peterson Airport,29.10810089,-95.77749634,45.0,Old Ocean
09AK,West Beaver Airport,61.589361,-149.84733300000002,228.0,Big Lake
09AZ,Stronghold Airport,31.9253006,-110.038002,4970.0,St David
09CL,Alta Sierra Airport,39.11380005,-121.0569992,2275.0,Grass Valley
09CO,Cottonwood Field,38.05559921,-103.65299990000001,4180.0,Swink
09FA,Placid Lakes Airport,27.24559975,-81.4131012,130.0,Lake Placid
09FD,Cheryl-Lane Landings Airport,28.67110062,-82.08730316,71.0,Bushnell
09FL,Sunnybreeze Airport,27.05559921,-81.97059631,60.0,Arcadia
09GA,Sunbelt Strip,31.11129951,-83.68409729,230.0,Moultrie
09IA,Skydive Iowa Airport,41.74580002,-92.40930176,820.0,Brooklyn
09ID,Taylor Ranch Landing Area Airport,45.10390091,-114.8550034,3835.0,Moscow
09II,Gibbons Field,38.44729996,-86.44499969,880.0,Valeene
09IN,Gordon Airport,41.120899200000004,-85.42500305,850.0,Columbia City
09KS,Coffman Airport,38.70700073,-95.13829803,970.0,Wellsville
09LL,Pine Hill Airport,42.4681015,-88.74320221,1000.0,Capron
09MA,Kallander Field,42.3042984,-71.50589752,403.0,Southborough
09ME,Perrotti Skyranch Airfield,43.34080124,-70.85469818,260.0,Berwick
09MN,W Johnson Field,44.77999878,-95.66359711,1060.0,Hazel Run
09MO,Hogue Farm Airport,37.3783989,-93.36329651,1210.0,Willard
09N,Airhaven Airport,41.83259964,-73.87599945,450.0,Staatsburg
09NC,William Irving Lewis Airport,35.32929993,-79.02999878,310.0,Broadway
09NE,Summer Hill Farm Airport,41.33330154,-96.19360352,1250.0,Bennington
09NR,Dakota Air Ranch Airport,35.650121999999996,-79.650311,561.0,Ramseur
09OK,Ragtime Aerodrome,36.35449982,-95.86389923,700.0,Collinsville
09PA,Eagle Field,40.82699966,-77.98809814,1780.0,Port Matilda
09S,Sullivan Lake State Airport,48.84090042,-117.2839966,2614.0,Metaline Falls
09TA,Lazy G Bar Ranch Airport,33.282101000000004,-97.497002,923.0,Decatur
09TE,Running M Ranch Airport,32.26679993,-97.86699677,787.0,Glen Rose
09TS,Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.16500090000001,3100.0,Marathon
09TX,Smokey Mtn Ranch Airport,30.7390995,-102.02400209999999,2522.0,Sheffield
09VA,Alum Ridge STOLport,36.97650146,-80.49389648,2375.0,Floyd
09WI,Parkway Farm Strip,44.00360107,-91.30760193,705.0,Holmen
0AA7,Kalifonsky Meadows Airport,60.491537,-151.2352525,65.0,Kenai
0AK,Pilot Station Airport,61.934601,-162.899994,305.0,Pilot Station
0AK0,Scotts Airport,64.39250183,-146.86199950000002,800.0,North Pole
0AK1,Anderson Lake Airport,61.616901399999996,-149.3220062,463.0,Wasilla
0AK2,Yentna Bend Strip,61.725556000000005,-150.67861100000002,81.0,Willow
0AK3,Parker Lake Airport,62.03590012,-150.4940033,250.0,Montana Creek
0AK5,Young Creek Airport,61.35649872,-142.7330017,1580.0,May Creek
0AK6,Victory Airport,61.80339813,-147.94400019999998,1800.0,Victory Bible Camp
0AK7,Bradley Lake Hydroelectri Project Airstrip,59.77610016,-150.9589996,18.0,Homer
0AK9,Falcon Lake Strip,61.33259964,-150.05900569999997,110.0,Point Mackenzie
0AL1,Resort Airport,30.44389915,-87.6568985,97.0,Foley
0AL5,Flomaton Airport,31.03219986,-87.25279999,247.0,Flomaton
0AL9,Wilson Creek Airport,34.84999847,-87.63249969,590.0,Florence
0AR1,Hooterville South Airport,35.09469986,-93.20200348,370.0,Centerville
0AR2,Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766,217.0,Crawfordsville
0AR7,Yancopin Airport,33.95009995,-91.18119812,150.0,Watson
0AZ1,Taylor Field,32.30089951,-111.3239975,2130.0,Marana
0AZ2,Western Sky Airport,33.77809906,-113.6419983,1930.0,Salome
0AZ4,Flying Bucket Ranch Airport,32.9822998,-112.28700259999998,1505.0,Mobile
0AZ5,Castle Well Airport,33.86589813,-112.60299679999999,2080.0,Morristown
0B2,Brewer Airport,44.76369858,-68.76779938,124.0,Brewer
0B7,Warren-Sugarbush Airport,44.11669922,-72.82710266,1470.0,Warren
0C1,Triple R Airport,39.4878006,-94.78050232,1000.0,Dearborn
